Sort,YEAR,PROJECT_CODE,SURVEY_AREA,BED,STATION_ID,STATION_TYPE,DATE_SET,VESSEL_NAME,SPECIES_CODE,SEX_CODE,CONDITION_CODE,SCAL_SIZE_CLASS,SHELL_HEIGHT_MM,SCALLOP_MATURITY_CODE,SCAL_GONAD_COND,AGE_STRUCTURE_COLLECTED,AGE_STRUCTURE_TYPE_CODE,WEIGHT_KG,MEAT_WEIGHT_GRAMS,EPIBIONT_WEIGHT_GRAMS,MUD_BLISTER_CODE,OTHER_WORM_CODE,MEAT_CONDITION,D1,D2,D3,SAMPLER,FIRST_ANNULUS_FIELD,FIELD_AGE,FIELD_AGER,AGE_ESTIMATED,Event_ID,Scallop_Number,Age 1,Age 1 First Ann,Age 1 Readability,Age 1 Cmts,Ager 1,Age 1 Date,Age 2,Age 2 First Ann,Age 2 Readability,Age 2 Cmts,Ager 2,Age 2 Date,QC_Comments,Need_Resolving,Resolved_Age,Resolved_Age_QC,Date_Resolved,Released_Age
781,2016,D06,Kodiak Scallop Dredge,KSH1,GW 162,Standard,7/10/2016 0:00,Provider,850,1,1,1,147,,2,1,TopShell,0.22,27,,0,0,G,A,,,AGP,,,,,2016D06038,9,,,9,,,,7,27,1,,Andy Pollak,1/10/2018 0:00,Why is this not entered as Age 1??,,,,,7
782,2016,D06,Kodiak Scallop Dredge,KSH1,GW 162,Standard,7/10/2016 0:00,Provider,850,1,1,1,157,,2,1,TopShell,0.25,32,,0,0,G,A,,,AGP,,,,,2016D06038,10,,,9,,,,8,23,2,,Andy Pollak,1/10/2018 0:00,Why is this not entered as Age 1??,,,,,8
783,2016,D06,Kodiak Scallop Dredge,KSH1,GW 162,Standard,7/10/2016 0:00,Provider,850,9,1,2,90,,0,1,TopShell,,,,0,0,G,A,,,AGP,,,,,2016D06038,11,,,9,,,,2,31,2,,Andy Pollak,1/10/2018 0:00,Why is this not entered as Age 1??,,,,,2
784,2016,D06,Kodiak Scallop Dredge,KSH1,GW 162,Standard,7/10/2016 0:00,Provider,850,9,1,2,74,,0,1,TopShell,,,,0,0,G,A,,,AGP,,,,,2016D06038,12,,,9,,,,2,24,2,,Andy Pollak,1/10/2018 0:00,Why is this not entered as Age 1??,,,,,2
785,2016,D06,Kodiak Scallop Dredge,KSH1,GW 162,Standard,7/10/2016 0:00,Provider,850,9,1,2,58,,0,1,TopShell,,,,0,0,G,A,,,AGP,,,,,2016D06038,13,,,9,,,,1,42,2,,Andy Pollak,1/10/2018 0:00,Why is this not entered as Age 1??,,,,,1
786,2016,D06,Kodiak Scallop Dredge,KSH1,GW 162,Standard,7/10/2016 0:00,Provider,850,9,1,2,47,,0,1,TopShell,,,,0,0,G,A,,,AGP,,,,,2016D06038,14,,,9,,,,1,29,2,,Andy Pollak,1/10/2018 0:00,Why is this not entered as Age 1??,,,,,1
787,2016,D06,Kodiak Scallop Dredge,KSH1,GW 162,Standard,7/10/2016 0:00,Provider,850,9,1,2,23,,0,1,TopShell,,,,0,0,G,A,,,AGP,,,,,2016D06038,15,,,9,,,,0,,2,,Andy Pollak,1/10/2018 0:00,Why is this not entered as Age 1??,,,,,0
788,2016,D06,Kodiak Scallop Dredge,KSH1,GW 162,Standard,7/10/2016 0:00,Provider,850,9,1,2,24,,0,1,TopShell,,,,0,0,G,A,,,AGP,,,,,2016D06038,16,,,9,,,,0,,2,,Andy Pollak,1/10/2018 0:00,Why is this not entered as Age 1??,,,,,0
789,2016,D06,Kodiak Scallop Dredge,KSH1,GW 162,Standard,7/10/2016 0:00,Provider,850,9,1,2,22,,0,1,TopShell,,,,0,0,G,A,,,AGP,,,,,2016D06038,17,,,9,,,,0,,2,,Andy Pollak,1/10/2018 0:00,Why is this not entered as Age 1??,,,,,0
790,2016,D06,Kodiak Scallop Dredge,KSH1,GW 162,Standard,7/10/2016 0:00,Provider,850,9,1,2,25,,0,1,TopShell,,,,0,0,G,A,,,AGP,,,,,2016D06038,18,,,9,,,,0,,2,,Andy Pollak,1/10/2018 0:00,Why is this not entered as Age 1??,,,,,0
791,2016,D06,Kodiak Scallop Dredge,KSH1,GW 162,Standard,7/10/2016 0:00,Provider,850,9,1,2,23,,0,1,TopShell,,,,0,0,G,A,,,AGP,,,,,2016D06038,19,,,9,,,,0,,2,,Andy Pollak,1/10/2018 0:00,Why is this not entered as Age 1??,,,,,0
792,2016,D06,Kodiak Scallop Dredge,KSH1,GV 163,Standard,7/10/2016 0:00,Provider,850,1,1,1,175,,2,1,TopShell,0.33,46,,0,0,G,A,,,AGP,,,,,2016D06039,1,,,9,,,,16,33,2,,Andy Pollak,1/10/2018 0:00,Why is this not entered as Age 1??,,,,,16
793,2016,D06,Kodiak Scallop Dredge,KSH1,GV 163,Standard,7/10/2016 0:00,Provider,850,2,1,1,163,,2,1,TopShell,0.28,23,,0,0,W,A,,,AGP,,,,,2016D06039,2,,,9,,,,10,39,2,,Andy Pollak,1/10/2018 0:00,Why is this not entered as Age 1??,,,,,10
794,2016,D06,Kodiak Scallop Dredge,KSH1,GV 163,Standard,7/10/2016 0:00,Provider,850,1,1,1,139,,2,1,TopShell,0.19,21,,0,0,G,A,,,AGP,,,,,2016D06039,3,,,9,,,,7,20,2,,Andy Pollak,1/10/2018 0:00,Why is this not entered as Age 1??,,,,,7
795,2016,D06,Kodiak Scallop Dredge,KSH1,GV 163,Standard,7/10/2016 0:00,Provider,850,2,1,1,149,,2,1,TopShell,0.24,24,,0,0,G,A,,,AGP,,,,,2016D06039,4,,,9,,,,15,20,2,,Andy Pollak,1/10/2018 0:00,Why is this not entered as Age 1??,,,,,15
796,2016,D06,Kodiak Scallop Dredge,KSH1,GV 163,Standard,7/10/2016 0:00,Provider,850,9,1,1,120,,2,1,TopShell,0.12,13,,0,0,G,A,,,AGP,,,,,2016D06039,5,4,23,3,,Joe Loboy,1/11/2018 0:00,,,9,,,,Not releasing JL's solo reads,1,,,,
797,2016,D06,Kodiak Scallop Dredge,KSH1,GV 163,Standard,7/10/2016 0:00,Provider,850,1,1,1,163,,2,1,TopShell,0.23,40,,0,0,G,A,,,AGP,,,,,2016D06039,6,9,21,2,,Joe Loboy,1/11/2018 0:00,,,9,,,,Not releasing JL's solo reads,1,,,,
798,2016,D06,Kodiak Scallop Dredge,KSH1,GV 163,Standard,7/10/2016 0:00,Provider,850,2,1,1,169,,2,1,TopShell,0.35,47,,0,0,G,A,,,AGP,,,,,2016D06039,7,13,30,3,14? Not surte on second,Joe Loboy,1/11/2018 0:00,,,9,,,,Not releasing JL's solo reads,1,,,,
799,2016,D06,Kodiak Scallop Dredge,KSH1,GV 163,Standard,7/10/2016 0:00,Provider,850,2,1,1,161,,2,1,TopShell,0.26,34,,0,0,G,A,,,AGP,,,,,2016D06039,8,11,34,3,,Joe Loboy,1/11/2018 0:00,,,9,,,,Not releasing JL's solo reads,1,,,,
800,2016,D06,Kodiak Scallop Dredge,KSH1,GV 163,Standard,7/10/2016 0:00,Provider,850,1,1,1,151,,2,1,TopShell,0.23,30,,0,0,G,A,,,AGP,,,,,2016D06039,9,7,24,2,,Joe Loboy,1/11/2018 0:00,,,9,,,,Not releasing JL's solo reads,1,,,,
801,2016,D06,Kodiak Scallop Dredge,KSH1,GV 163,Standard,7/10/2016 0:00,Provider,850,1,1,1,154,,2,1,TopShell,0.28,28,,0,0,G,A,,,AGP,,,,,2016D06039,10,9,33,4,could be 10 with a 11mm first; could even be 11 with edge as 1,Joe Loboy,1/11/2018 0:00,,,9,,,,Not releasing JL's solo reads,1,,,,
802,2016,D06,Kodiak Scallop Dredge,KSH1,GV 163,Standard,7/10/2016 0:00,Provider,850,9,1,2,87,,0,1,TopShell,,,,0,0,G,A,,,AGP,,,,,2016D06039,11,2,28,2,,Joe Loboy,1/11/2018 0:00,,,9,,,,Not releasing JL's solo reads,1,,,,
803,2016,D06,Kodiak Scallop Dredge,KSH1,GV 163,Standard,7/10/2016 0:00,Provider,850,9,1,2,79,,0,1,TopShell,,,,0,0,G,A,,,AGP,,,,,2016D06039,12,2,23,2,,Joe Loboy,1/11/2018 0:00,,,9,,,,Not releasing JL's solo reads,1,,,,
804,2016,D06,Kodiak Scallop Dredge,KSH1,GV 163,Standard,7/10/2016 0:00,Provider,850,9,1,2,65,,0,1,TopShell,,,,0,0,G,A,,,AGP,,,,,2016D06039,13,1,37,2,,Joe Loboy,1/11/2018 0:00,,,9,,,,Not releasing JL's solo reads,1,,,,
805,2016,D06,Kodiak Scallop Dredge,KSH1,GV 163,Standard,7/10/2016 0:00,Provider,850,9,1,2,60,,0,1,TopShell,,,,0,0,G,A,,,AGP,,,,,2016D06039,14,1,41,2,,Joe Loboy,1/11/2018 0:00,,,9,,,,Not releasing JL's solo reads,1,,,,
806,2016,D06,Kodiak Scallop Dredge,KSH1,GV 163,Standard,7/10/2016 0:00,Provider,850,9,1,2,27,,0,1,TopShell,,,,0,0,G,A,,,AGP,,,,,2016D06039,15,0,,1,,Joe Loboy,1/11/2018 0:00,,,9,,,,Not releasing JL's solo reads,1,,,,
807,2016,D06,Kodiak Scallop Dredge,KSH1,GV 163,Standard,7/10/2016 0:00,Provider,850,9,1,2,27,,0,1,TopShell,,,,0,0,G,A,,,AGP,,,,,2016D06039,16,0,,1,,Joe Loboy,1/11/2018 0:00,,,9,,,,Not releasing JL's solo reads,1,,,,
808,2016,D06,Kodiak Scallop Dredge,KSH1,GV 163,Standard,7/10/2016 0:00,Provider,850,9,1,2,24,,0,1,TopShell,,,,0,0,G,A,,,AGP,,,,,2016D06039,17,0,,1,,Joe Loboy,1/11/2018 0:00,,,9,,,,Not releasing JL's solo reads,1,,,,
809,2016,D06,Kodiak Scallop Dredge,KSH1,GV 163,Standard,7/10/2016 0:00,Provider,850,9,1,2,25,,0,1,TopShell,,,,0,0,G,A,,,AGP,,,,,2016D06039,18,0,,1,,Joe Loboy,1/11/2018 0:00,,,9,,,,Not releasing JL's solo reads,1,,,,
810,2016,D06,Kodiak Scallop Dredge,KSH1,GV 163,Standard,7/10/2016 0:00,Provider,850,9,1,2,22,,0,1,TopShell,,,,0,0,G,A,,,AGP,,,,,2016D06039,19,0,,1,,Joe Loboy,1/11/2018 0:00,,,9,,,,Not releasing JL's solo reads,1,,,,
811,2016,D06,Kodiak Scallop Dredge,KSH1,GU 162,Standard,7/10/2016 0:00,Provider,850,9,1,2,60,,0,1,TopShell,,,,0,0,G,A,,,AGP,,,,,2016D06040,11,1,42,2,auricle?,Joe Loboy,1/10/2018 0:00,,,9,,,,Not releasing JL's solo reads,1,,,,
812,2016,D06,Kodiak Scallop Dredge,KSH1,GX 160,Standard,7/11/2016 0:00,Provider,850,1,1,1,143,,2,1,TopShell,0.15,22,,0,Q,G,A,,,AGP,,,,,2016D06041,1,6,36,2,,Joe Loboy,1/10/2018 0:00,,,9,,,,Not releasing JL's solo reads,1,,,,
813,2016,D06,Kodiak Scallop Dredge,KSH1,GX 160,Standard,7/11/2016 0:00,Provider,850,1,1,1,123,,2,1,TopShell,0.11,13,,0,0,G,A,,,AGP,,,,,2016D06041,2,4,31,2,,Joe Loboy,1/10/2018 0:00,,,9,,,,Not releasing JL's solo reads,1,,,,
814,2016,D06,Kodiak Scallop Dredge,KSH1,GX 160,Standard,7/11/2016 0:00,Provider,850,1,1,1,117,,2,1,TopShell,0.1,12,,Q,Q,G,A,,,AGP,,,,,2016D06041,3,4,32,3,,Joe Loboy,1/10/2018 0:00,,,9,,,,Not releasing JL's solo reads,1,,,,
815,2016,D06,Kodiak Scallop Dredge,KSH1,GX 160,Standard,7/11/2016 0:00,Provider,850,1,1,1,113,,2,1,TopShell,0.1,12,,0,0,G,A,,,AGP,,,,,2016D06041,4,4,25,2,,Joe Loboy,1/10/2018 0:00,,,9,,,,Not releasing JL's solo reads,1,,,,
816,2016,D06,Kodiak Scallop Dredge,KSH1,GX 160,Standard,7/11/2016 0:00,Provider,850,9,1,1,110,,5,1,TopShell,0.08,7,,0,0,G,A,,,AGP,,,,,2016D06041,5,4,21,2,,Joe Loboy,1/10/2018 0:00,,,9,,,,Not releasing JL's solo reads,1,,,,
817,2016,D06,Kodiak Scallop Dredge,KSH1,GX 160,Standard,7/11/2016 0:00,Provider,850,1,1,1,138,,3,1,TopShell,0.14,23,,0,0,G,A,,,AGP,,,,,2016D06041,6,6,26,2,,Joe Loboy,1/10/2018 0:00,,,9,,,,Not releasing JL's solo reads,1,,,,
818,2016,D06,Kodiak Scallop Dredge,KSH1,GX 160,Standard,7/11/2016 0:00,Provider,850,9,1,1,127,,5,1,TopShell,0.11,16,,0,0,G,A,,,AGP,,,,,2016D06041,7,5,36,2,,Joe Loboy,1/10/2018 0:00,,,9,,,,Not releasing JL's solo reads,1,,,,
819,2016,D06,Kodiak Scallop Dredge,KSH1,GX 160,Standard,7/11/2016 0:00,Provider,850,2,1,1,142,,2,1,TopShell,0.15,26,,0,Q,G,A,,,AGP,,,,,2016D06041,8,7,22,2,,Joe Loboy,1/10/2018 0:00,,,9,,,,Not releasing JL's solo reads,1,,,,
820,2016,D06,Kodiak Scallop Dredge,KSH1,GX 160,Standard,7/11/2016 0:00,Provider,850,1,1,1,136,,3,1,TopShell,0.13,22,,0,Q,G,A,,,AGP,,,,,2016D06041,9,6,40,2,,Joe Loboy,1/10/2018 0:00,,,9,,,,Not releasing JL's solo reads,1,,,,
821,2016,D06,Kodiak Scallop Dredge,KSH1,GX 160,Standard,7/11/2016 0:00,Provider,850,2,1,1,148,,2,1,TopShell,0.17,29,,0,0,G,A,,,AGP,,,,,2016D06041,10,9,29,3,,Joe Loboy,1/10/2018 0:00,,,9,,,,Not releasing JL's solo reads,1,,,,
822,2016,D06,Kodiak Scallop Dredge,KSH1,GX 160,Standard,7/11/2016 0:00,Provider,850,9,1,2,58,,0,1,TopShell,,,,0,0,G,A,,,AGP,,,,,2016D06041,11,1,34,2,,Joe Loboy,1/10/2018 0:00,,,9,,,,Not releasing JL's solo reads,1,,,,
823,2016,D06,Kodiak Scallop Dredge,KSH2,HJ 149,Standard,7/12/2016 0:00,Provider,850,2,1,1,139,,2,1,TopShell,0.14,19,,0,0,G,A,,,AGP,,,,,2016D06062,9,6,33,3,,Joe Loboy,1/9/2018 0:00,,,9,,,,Not releasing JL's solo reads,1,,,,
824,2016,D06,Kodiak Scallop Dredge,KSH2,HJ 149,Standard,7/12/2016 0:00,Provider,850,1,1,1,151,,2,1,TopShell,0.27,25,,0,0,G,A,,,AGP,,,,,2016D06062,10,5,42,3,,Joe Loboy,1/9/2018 0:00,,,9,,,,Not releasing JL's solo reads,1,,,,
825,2016,D06,Kodiak Scallop Dredge,KSH2,HJ 149,Standard,7/12/2016 0:00,Provider,850,9,1,2,90,,5,1,TopShell,,,,0,0,G,A,,,AGP,,,,,2016D06062,11,2,35,3,,Joe Loboy,1/9/2018 0:00,,,9,,,,Not releasing JL's solo reads,1,,,,
826,2016,D06,Kodiak Scallop Dredge,KSH2,HJ 149,Standard,7/12/2016 0:00,Provider,850,9,1,2,85,,5,1,TopShell,,,,0,0,G,A,,,AGP,,,,,2016D06062,12,2,40,2,,Joe Loboy,1/9/2018 0:00,,,9,,,,Not releasing JL's solo reads,1,,,,
827,2016,D06,Kodiak Scallop Dredge,KSH2,HJ 149,Standard,7/12/2016 0:00,Provider,850,9,1,2,97,,5,1,TopShell,,,,0,Q,G,A,,,AGP,,,,,2016D06062,13,2,41,2,,Joe Loboy,1/9/2018 0:00,,,9,,,,Not releasing JL's solo reads,1,,,,
828,2016,D06,Kodiak Scallop Dredge,KSH2,HJ 149,Standard,7/12/2016 0:00,Provider,850,9,1,2,58,,5,1,TopShell,,,,0,0,G,A,,,AGP,,,,,2016D06062,14,1,40,2,,Joe Loboy,1/9/2018 0:00,,,9,,,,Not releasing JL's solo reads,1,,,,
829,2016,D06,Kodiak Scallop Dredge,KSH2,HJ 149,Standard,7/12/2016 0:00,Provider,850,9,1,2,66,,5,1,TopShell,,,,0,0,G,A,,,AGP,,,,,2016D06062,15,1,43,2,,Joe Loboy,1/9/2018 0:00,,,9,,,,Not releasing JL's solo reads,1,,,,
830,2016,D06,Kodiak Scallop Dredge,KSH2,HJ 149,Standard,7/12/2016 0:00,Provider,850,9,1,2,59,,5,1,TopShell,,,,0,0,G,A,,,AGP,,,,,2016D06062,16,1,36,2,,Joe Loboy,1/9/2018 0:00,,,9,,,,Not releasing JL's solo reads,1,,,,
831,2016,D06,Kodiak Scallop Dredge,KSH2,HJ 149,Standard,7/12/2016 0:00,Provider,850,9,1,2,25,,0,1,TopShell,,,,0,0,G,A,,,AGP,,,,,2016D06062,17,0,,1,,Joe Loboy,1/9/2018 0:00,,,9,,,,Not releasing JL's solo reads,1,,,,
832,2016,D06,Kodiak Scallop Dredge,KSH2,HJ 149,Standard,7/12/2016 0:00,Provider,850,9,1,2,28,,0,1,TopShell,,,,0,0,G,A,,,AGP,,,,,2016D06062,18,0,,1,,Joe Loboy,1/9/2018 0:00,,,9,,,,Not releasing JL's solo reads,1,,,,
833,2016,D06,Kodiak Scallop Dredge,KSH2,HJ 149,Standard,7/12/2016 0:00,Provider,850,9,1,2,24,,0,1,TopShell,,,,0,0,G,A,,,AGP,,,,,2016D06062,19,0,,1,,Joe Loboy,1/9/2018 0:00,,,9,,,,Not releasing JL's solo reads,1,,,,
834,2016,D06,Kodiak Scallop Dredge,KSH2,HJ 149,Standard,7/12/2016 0:00,Provider,850,9,1,2,66,,5,1,TopShell,,,,0,0,G,B,,,AGP,,,,,2016D06062,20,1,38,2,,Joe Loboy,1/9/2018 0:00,,,9,,,,Not releasing JL's solo reads,1,,,,
835,2016,D06,Kodiak Scallop Dredge,KSH2,HK 149,Standard,7/12/2016 0:00,Provider,850,1,1,1,120,,2,1,TopShell,0.13,15,6,0,Q,G,A,,,AGP,,,,,2016D06063,1,4,26,2,,Joe Loboy,1/9/2018 0:00,,,9,,,,Not releasing JL's solo reads,1,,,,
836,2016,D06,Kodiak Scallop Dredge,KSH2,HK 149,Standard,7/12/2016 0:00,Provider,850,9,1,1,136,,5,1,TopShell,0.17,21,,0,Q,G,A,,,AGP,,,,,2016D06063,2,5,31,2,,Joe Loboy,1/9/2018 0:00,,,9,,,,Not releasing JL's solo reads,1,,,,
837,2016,D06,Kodiak Scallop Dredge,KSH2,HK 149,Standard,7/12/2016 0:00,Provider,850,2,1,1,130,,3,1,TopShell,0.15,21,,0,Q,G,A,,,AGP,,,,,2016D06063,3,4,29,2,,Joe Loboy,1/9/2018 0:00,,,9,,,,Not releasing JL's solo reads,1,,,,
838,2016,D06,Kodiak Scallop Dredge,KSH2,HK 149,Standard,7/12/2016 0:00,Provider,850,9,1,1,127,,5,1,TopShell,0.16,17,,0,Q,G,A,,,AGP,,,,,2016D06063,4,4,32,2,,Joe Loboy,1/9/2018 0:00,,,9,,,,Not releasing JL's solo reads,1,,,,
839,2016,D06,Kodiak Scallop Dredge,KSH2,HK 149,Standard,7/12/2016 0:00,Provider,850,1,1,1,127,,2,1,TopShell,0.14,17,,0,0,G,A,,,AGP,,,,,2016D06063,5,4,28,2,,Joe Loboy,1/9/2018 0:00,,,9,,,,Not releasing JL's solo reads,1,,,,
840,2016,D06,Kodiak Scallop Dredge,KSH2,HK 149,Standard,7/12/2016 0:00,Provider,850,9,1,1,139,,5,1,TopShell,0.18,20,,0,Q,G,A,,,AGP,,,,,2016D06063,6,4,27,2,,Joe Loboy,1/9/2018 0:00,,,9,,,,Not releasing JL's solo reads,1,,,,
841,2016,D06,Kodiak Scallop Dredge,KSH2,HK 149,Standard,7/12/2016 0:00,Provider,850,9,1,2,86,,5,1,TopShell,,,,0,Q,G,A,,,AGP,,,,,2016D06063,11,2,35,3,,Joe Loboy,1/9/2018 0:00,,,9,,,,Not releasing JL's solo reads,1,,,,
842,2016,D06,Kodiak Scallop Dredge,KSH2,HK 149,Standard,7/12/2016 0:00,Provider,850,1,1,2,99,,2,1,TopShell,,,,0,Q,G,A,,,AGP,,,,,2016D06063,12,2,34,3,,Joe Loboy,1/9/2018 0:00,,,9,,,,Not releasing JL's solo reads,1,,,,
843,2016,D06,Kodiak Scallop Dredge,KSH2,HK 149,Standard,7/12/2016 0:00,Provider,850,1,1,2,95,,2,1,TopShell,,,,0,0,G,A,,,AGP,,,,,2016D06063,13,2,36,3,,Joe Loboy,1/9/2018 0:00,,,9,,,,Not releasing JL's solo reads,1,,,,
844,2016,D06,Kodiak Scallop Dredge,KSH2,HK 149,Standard,7/12/2016 0:00,Provider,850,9,1,2,27,,0,1,TopShell,,,,0,0,G,A,,,AGP,,,,,2016D06063,14,0,,1,,Joe Loboy,1/9/2018 0:00,,,9,,,,Not releasing JL's solo reads,1,,,,
845,2016,D06,Kodiak Scallop Dredge,KSH2,HK 149,Standard,7/12/2016 0:00,Provider,850,9,1,2,27,,0,1,TopShell,,,,0,0,G,A,,,AGP,,,,,2016D06063,15,0,,1,,Joe Loboy,1/9/2018 0:00,,,9,,,,Not releasing JL's solo reads,1,,,,
846,2016,D06,Kodiak Scallop Dredge,KSH2,HK 149,Standard,7/12/2016 0:00,Provider,850,9,1,2,31,,0,1,TopShell,,,,0,0,G,A,,,AGP,,,,,2016D06063,16,0,,1,,Joe Loboy,1/9/2018 0:00,,,9,,,,Not releasing JL's solo reads,1,,,,
847,2016,D06,Kodiak Scallop Dredge,KSH2,HK 149,Standard,7/12/2016 0:00,Provider,850,9,1,2,64,,5,1,TopShell,,,,0,0,G,A,,,AGP,,,,,2016D06063,17,1,49,3,,Joe Loboy,1/9/2018 0:00,,,9,,,,Not releasing JL's solo reads,1,,,,
848,2016,D06,Kodiak Scallop Dredge,KSH2,HK 149,Standard,7/12/2016 0:00,Provider,850,9,1,2,67,,5,1,TopShell,,,,0,0,G,A,,,AGP,,,,,2016D06063,18,1,39,3,,Joe Loboy,1/9/2018 0:00,,,9,,,,Not releasing JL's solo reads,1,,,,
849,2016,D06,Kodiak Scallop Dredge,KSH2,HK 149,Standard,7/12/2016 0:00,Provider,850,9,1,2,70,,5,1,TopShell,,,,0,0,G,A,,,AGP,,,,,2016D06063,19,1,37,3,,Joe Loboy,1/9/2018 0:00,,,9,,,,Not releasing JL's solo reads,1,,,,
850,2016,D06,Kodiak Scallop Dredge,KSH2,HK 149,Standard,7/12/2016 0:00,Provider,850,9,1,2,94,,5,1,TopShell,,,,0,0,G,A,,,AGP,,,,,2016D06063,20,2,43,3,,Joe Loboy,1/9/2018 0:00,,,9,,,,Not releasing JL's solo reads,1,,,,
851,2016,D06,Kodiak Scallop Dredge,KSH2,HK 149,Standard,7/12/2016 0:00,Provider,850,,52,,22,,,1,TopShell,,,,0,0,,A,,,AGP,,,,,2016D06063,21,0,,1,,Joe Loboy,1/9/2018 0:00,,,9,,,,Not releasing JL's solo reads,1,,,,
852,2016,D06,Kodiak Scallop Dredge,KSH2,HK 149,Standard,7/12/2016 0:00,Provider,850,,52,,141,,,1,TopShell,,,,0,Q,,A,,,AGP,,,,,2016D06063,22,5,35,3,,Joe Loboy,1/9/2018 0:00,,,9,,,,Not releasing JL's solo reads,1,,,,
853,2016,D06,Kodiak Scallop Dredge,KSH2,HK 149,Standard,7/12/2016 0:00,Provider,850,,52,,149,,,1,TopShell,,,,0,Q,,B,C,D,AGP,,,,,2016D06063,23,5,,5,less than 50% of top shell. First annulus~35mm,Joe Loboy,1/9/2018 0:00,,,9,,,,Not releasing JL's solo reads,1,,,,
854,2016,D06,Kodiak Scallop Dredge,KSH2,HL 149,Standard,7/12/2016 0:00,Provider,850,9,1,1,144,,5,1,TopShell,0.21,23,,0,Q,G,A,,,AGP,,,,,2016D06064,1,6,22,2,,Joe Loboy,1/9/2018 0:00,,,9,,,,Not releasing JL's solo reads,1,,,,
855,2016,D06,Kodiak Scallop Dredge,KSH2,HL 149,Standard,7/12/2016 0:00,Provider,850,2,1,1,142,,2,1,TopShell,0.18,20,,0,Q,G,B,C,,AGP,,,,,2016D06064,2,6,18,3,5 with 38 mm first,Joe Loboy,1/9/2018 0:00,,,9,,,,Not releasing JL's solo reads,1,,,,
856,2016,D06,Kodiak Scallop Dredge,KSH2,HL 149,Standard,7/12/2016 0:00,Provider,850,9,1,1,124,,5,1,TopShell,0.13,15,2,0,0,G,A,,,AGP,,,,,2016D06064,3,5,17,3,4 with 48 mm first,Joe Loboy,1/9/2018 0:00,,,9,,,,Not releasing JL's solo reads,1,,,,
857,2016,D06,Kodiak Scallop Dredge,KSH2,HL 149,Standard,7/12/2016 0:00,Provider,850,1,1,2,95,,2,1,TopShell,,,,0,Q,G,A,,,AGP,,,,,2016D06064,11,2,46,3,3?,Joe Loboy,1/9/2018 0:00,,,9,,,,Not releasing JL's solo reads,1,,,,
858,2016,D06,Kodiak Scallop Dredge,KSH2,HL 149,Standard,7/12/2016 0:00,Provider,850,9,1,2,75,,5,1,TopShell,,,,0,0,G,A,,,AGP,,,,,2016D06064,12,2,31,2,,Joe Loboy,1/9/2018 0:00,,,9,,,,Not releasing JL's solo reads,1,,,,
859,2016,D06,Kodiak Scallop Dredge,KSH2,HL 149,Standard,7/12/2016 0:00,Provider,850,9,1,2,18,,0,1,TopShell,,,,0,0,G,A,,,AGP,,,,,2016D06064,13,0,,2,,Joe Loboy,1/9/2018 0:00,,,9,,,,Not releasing JL's solo reads,1,,,,
860,2016,D06,Kodiak Scallop Dredge,KSH2,HL 149,Standard,7/12/2016 0:00,Provider,850,9,1,2,26,,0,1,TopShell,,,,0,0,G,A,,,AGP,,,,,2016D06064,14,0,,2,,Joe Loboy,1/9/2018 0:00,,,9,,,,Not releasing JL's solo reads,1,,,,
861,2016,D06,Kodiak Scallop Dredge,KSH2,HL 149,Standard,7/12/2016 0:00,Provider,850,9,1,2,20,,0,1,TopShell,,,,0,0,G,A,,,AGP,,,,,2016D06064,15,0,,2,,Joe Loboy,1/9/2018 0:00,,,9,,,,Not releasing JL's solo reads,1,,,,
862,2016,D06,Kodiak Scallop Dredge,KSH1,GJ 174,Standard,5/13/2016 0:00,Pandalus,850,1,1,1,159,,3,1,TopShell,0.29,28,,0,Q,G,A,,,MDS,33,12,MDS,,2016D06001,1,13,34,2,counting edge as 1 ,Joe Loboy,12/19/2017 0:00,13,35,2,,Andy Pollak,12/26/2017 0:00,,,,,,13
863,2016,D06,Kodiak Scallop Dredge,KSH1,GJ 174,Standard,5/13/2016 0:00,Pandalus,850,2,1,1,163,,4,1,TopShell,0.33,24,,0,Q,G,A,,,MDS,29,17,MDS,,2016D06001,2,18,30,3,out to the right edge. Plus growth,Joe Loboy,12/19/2017 0:00,18,27,2,17,Andy Pollak,12/26/2017 0:00,,,,,,18
864,2016,D06,Kodiak Scallop Dredge,KSH1,GJ 174,Standard,5/13/2016 0:00,Pandalus,850,2,1,1,138,,3,1,TopShell,0.16,15,,0,0,G,A,,,MDS,29,5,MDS,,2016D06001,3,7,14,3,got to be smaller first. Counting edge as 1,Joe Loboy,12/19/2017 0:00,7,14,2,6,Andy Pollak,12/26/2017 0:00,,,,,,7
865,2016,D06,Kodiak Scallop Dredge,KSH1,GJ 174,Standard,5/13/2016 0:00,Pandalus,850,1,1,1,157,,3,1,TopShell,0.23,24,,0,0,W,A,,,MDS,19,14,MDS,,2016D06001,4,14,18,3,plus growth,Joe Loboy,12/19/2017 0:00,14,19,2,,Andy Pollak,12/26/2017 0:00,,,,,,14
866,2016,D06,Kodiak Scallop Dredge,KSH1,GJ 174,Standard,5/13/2016 0:00,Pandalus,850,1,1,1,163,,3,1,TopShell,0.28,33,,0,Q,G,A,,,MDS,24,14,MDS,,2016D06001,5,14,30,3,plus growth,Joe Loboy,12/19/2017 0:00,13,24,2,14,Andy Pollak,12/26/2017 0:00,,,,,,13
