Fishery,District,RACE_Code,Sex,Size_Grp,Int_Num_Crab,Sampfrac_Num_Crab
"KS19","KSH",68560,1,34,1.0,1.0
"KS19","KSH",68560,1,34,1.0,1.0
"KS19","KSH",68560,1,35,1.0,1.0
"KS19","KSH",68560,1,35,1.0,1.0
"KS19","KSH",68560,1,35,1.5,1.5
"KS19","KSH",68560,1,36,1.0,1.0
"KS19","KSH",68560,1,36,1.7,1.7
"KS19","KSH",68560,1,36,1.0,1.0
"KS19","KSH",68560,1,36,1.0,1.0
"KS19","KSH",68560,1,36,1.0,1.0
"KS19","KSH",68560,1,37,1.0,1.0
"KS19","KSH",68560,1,37,1.0,1.0
"KS19","KSH",68560,1,37,1.0,1.0
"KS19","KSH",68560,1,37,1.0,1.0
"KS19","KSH",68560,1,37,2.0,2.0
"KS19","KSH",68560,1,38,1.0,1.0
"KS19","KSH",68560,1,38,1.0,1.0
"KS19","KSH",68560,1,38,2.0,2.0
"KS19","KSH",68560,1,42,1.0,1.0
"KS19","KSH",68560,1,42,2.0,2.0
"KS19","KSH",68560,1,43,1.0,1.0
"KS19","KSH",68560,1,46,1.0,1.0
"KS19","KSH",68560,1,46,1.5,1.5
"KS19","KSH",68560,1,47,1.7,1.7
"KS19","KSH",68560,1,48,1.0,1.0
"KS19","KSH",68560,1,49,2.0,2.0
"KS19","KSH",68560,1,50,1.0,1.0
"KS19","KSH",68560,1,58,1.0,1.0
"KS19","KSH",68560,1,58,1.0,1.0
"KS19","KSH",68560,1,59,1.0,1.0
"KS19","KSH",68560,1,59,1.0,1.0
"KS19","KSH",68560,1,62,1.0,1.0
"KS19","KSH",68560,1,62,1.0,1.0
"KS19","KSH",68560,1,63,1.0,1.0
"KS19","KSH",68560,1,64,1.0,1.0
"KS19","KSH",68560,1,85,1.0,1.0
"KS19","KSH",68560,1,94,1.0,1.0
"KS19","KSH",68560,1,104,1.0,1.0
"KS19","KSH",68560,1,139,1.0,1.0
"KS19","KSH",68560,2,11,1.0,1.0
"KS19","KSH",68560,2,12,1.5,1.5
"KS19","KSH",68560,2,14,1.0,1.0
"KS19","KSH",68560,2,14,1.0,1.0
"KS19","KSH",68560,2,17,1.5,1.5
"KS19","KSH",68560,2,18,1.0,1.0
"KS19","KSH",68560,2,18,1.0,1.0
"KS19","KSH",68560,2,24,1.0,1.0
"KS19","KSH",68560,2,24,1.0,1.0
"KS19","KSH",68560,2,24,1.5,1.5
"KS19","KSH",68560,2,24,1.5,1.5
"KS19","KSH",68560,2,24,1.0,1.0
"KS19","KSH",68560,2,24,1.0,1.0
"KS19","KSH",68560,2,25,1.0,1.0
"KS19","KSH",68560,2,25,2.0,2.0
"KS19","KSH",68560,2,26,1.0,1.0
"KS19","KSH",68560,2,26,1.0,1.0
"KS19","KSH",68560,2,27,1.5,1.5
"KS19","KSH",68560,2,27,1.0,1.0
"KS19","KSH",68560,2,28,1.7,1.7
"KS19","KSH",68560,2,28,1.0,1.0
"KS19","KSH",68560,2,31,2.0,2.0
"KS19","KSH",68560,2,32,2.0,2.0
"KS19","KSH",68560,2,33,1.0,1.0
"KS19","KSH",68560,2,33,1.5,1.5
"KS19","KSH",68560,2,33,1.0,1.0
"KS19","KSH",68560,2,34,1.0,1.0
"KS19","KSH",68560,2,34,1.0,1.0
"KS19","KSH",68560,2,34,1.7,1.7
"KS19","KSH",68560,2,34,1.0,1.0
"KS19","KSH",68560,2,34,1.7,1.7
"KS19","KSH",68560,2,34,1.0,1.0
"KS19","KSH",68560,2,35,1.0,1.0
"KS19","KSH",68560,2,35,1.0,1.0
"KS19","KSH",68560,2,35,1.0,1.0
"KS19","KSH",68560,2,35,1.0,1.0
"KS19","KSH",68560,2,35,1.0,1.0
"KS19","KSH",68560,2,35,1.0,1.0
"KS19","KSH",68560,2,35,1.0,1.0
"KS19","KSH",68560,2,35,1.0,1.0
"KS19","KSH",68560,2,36,1.0,1.0
"KS19","KSH",68560,2,36,1.5,1.5
"KS19","KSH",68560,2,36,1.0,1.0
"KS19","KSH",68560,2,36,1.7,1.7
"KS19","KSH",68560,2,36,1.0,1.0
"KS19","KSH",68560,2,36,1.0,1.0
"KS19","KSH",68560,2,36,1.0,1.0
"KS19","KSH",68560,2,37,1.0,1.0
"KS19","KSH",68560,2,37,1.7,1.7
"KS19","KSH",68560,2,37,1.0,1.0
"KS19","KSH",68560,2,37,1.0,1.0
"KS19","KSH",68560,2,38,1.0,1.0
"KS19","KSH",68560,2,38,1.0,1.0
"KS19","KSH",68560,2,40,1.7,1.7
"KS19","KSH",68560,2,40,2.0,2.0
"KS19","KSH",68560,2,41,1.0,1.0
"KS19","KSH",68560,2,44,1.0,1.0
"KS19","KSH",68560,2,46,1.0,1.0
"KS19","KSH",68560,2,47,1.0,1.0
"KS19","KSH",68560,2,47,1.0,1.0
"KS19","KSH",68560,2,49,1.0,1.0
"KS19","KSH",68560,2,51,1.0,1.0
"KS19","KSH",68560,2,51,2.0,2.0
"KS19","KSH",68560,2,52,1.5,1.5
"KS19","KSH",68560,2,54,1.0,1.0
"KS19","KSH",68560,2,60,1.0,1.0
"KS19","KSH",68560,2,62,1.0,1.0
"KS19","KSH",68560,2,63,1.0,1.0
"KS19","KSH",68560,2,66,1.0,1.0
"KS19","KSH",68560,2,66,1.0,1.0
"KS19","KSH",68560,2,66,1.0,1.0
"KS19","KSH",68560,2,72,1.0,1.0
"KS19","KSH",68560,2,73,1.0,1.0
"KS19","KSH",68560,2,77,1.0,1.0
"KS19","KSH",68560,2,79,1.0,1.0
"KS19","KSH",68560,2,85,1.0,1.0
"KS19","KSH",68560,2,135,1.0,1.0
"KS19","KSW",68560,1,12,1.0,1.0
"KS19","KSW",68560,1,12,1.0,1.0
"KS19","KSW",68560,1,13,1.4,1.4
"KS19","KSW",68560,1,14,1.0,1.0
"KS19","KSW",68560,1,15,1.0,1.0
"KS19","KSW",68560,1,15,1.0,1.0
"KS19","KSW",68560,1,15,4.3,4.3
"KS19","KSW",68560,1,16,15.9,15.9
"KS19","KSW",68560,1,16,16.5,16.5
"KS19","KSW",68560,1,16,20.1,20.1
"KS19","KSW",68560,1,16,1.0,1.0
"KS19","KSW",68560,1,16,4.3,4.3
"KS19","KSW",68560,1,16,3.1,3.1
"KS19","KSW",68560,1,16,1.0,1.0
"KS19","KSW",68560,1,16,1.0,1.0
"KS19","KSW",68560,1,17,1.0,1.0
"KS19","KSW",68560,1,17,3.2,3.2
"KS19","KSW",68560,1,17,3.2,3.2
"KS19","KSW",68560,1,17,16.5,16.5
"KS19","KSW",68560,1,17,3.1,3.1
"KS19","KSW",68560,1,17,5.0,5.0
"KS19","KSW",68560,1,17,15.9,15.9
"KS19","KSW",68560,1,17,9.3,9.3
"KS19","KSW",68560,1,17,9.3,9.3
"KS19","KSW",68560,1,17,1.0,1.0
"KS19","KSW",68560,1,17,1.0,1.0
"KS19","KSW",68560,1,18,1.0,1.0
"KS19","KSW",68560,1,18,1.0,1.0
"KS19","KSW",68560,1,18,3.2,3.2
"KS19","KSW",68560,1,18,9.3,9.3
"KS19","KSW",68560,1,18,5.0,5.0
"KS19","KSW",68560,1,18,4.3,4.3
"KS19","KSW",68560,1,18,3.1,3.1
"KS19","KSW",68560,1,18,16.5,16.5
"KS19","KSW",68560,1,18,15.9,15.9
"KS19","KSW",68560,1,18,1.0,1.0
"KS19","KSW",68560,1,19,1.0,1.0
"KS19","KSW",68560,1,19,20.1,20.1
"KS19","KSW",68560,1,19,1.0,1.0
"KS19","KSW",68560,1,19,9.3,9.3
"KS19","KSW",68560,1,19,9.3,9.3
"KS19","KSW",68560,1,19,4.3,4.3
"KS19","KSW",68560,1,19,1.0,1.0
"KS19","KSW",68560,1,20,15.9,15.9
"KS19","KSW",68560,1,21,1.4,1.4
"KS19","KSW",68560,1,21,1.0,1.0
"KS19","KSW",68560,1,21,1.0,1.0
"KS19","KSW",68560,1,22,1.0,1.0
"KS19","KSW",68560,1,22,1.0,1.0
"KS19","KSW",68560,1,22,1.0,1.0
"KS19","KSW",68560,1,23,3.1,3.1
"KS19","KSW",68560,1,23,1.4,1.4
"KS19","KSW",68560,1,23,1.0,1.0
"KS19","KSW",68560,1,23,1.0,1.0
"KS19","KSW",68560,1,23,1.0,1.0
"KS19","KSW",68560,1,23,1.0,1.0
"KS19","KSW",68560,1,23,3.1,3.1
"KS19","KSW",68560,1,23,1.0,1.0
"KS19","KSW",68560,1,23,1.0,1.0
"KS19","KSW",68560,1,23,20.1,20.1
"KS19","KSW",68560,1,23,20.1,20.1
"KS19","KSW",68560,1,23,1.4,1.4
"KS19","KSW",68560,1,24,1.0,1.0
"KS19","KSW",68560,1,24,5.0,5.0
"KS19","KSW",68560,1,24,1.0,1.0
"KS19","KSW",68560,1,24,4.3,4.3
"KS19","KSW",68560,1,25,1.0,1.0
"KS19","KSW",68560,1,25,1.0,1.0
"KS19","KSW",68560,1,25,1.0,1.0
"KS19","KSW",68560,1,26,4.3,4.3
"KS19","KSW",68560,1,27,1.0,1.0
"KS19","KSW",68560,1,29,1.0,1.0
"KS19","KSW",68560,1,29,16.5,16.5
"KS19","KSW",68560,1,30,15.9,15.9
"KS19","KSW",68560,1,31,2.6,2.6
"KS19","KSW",68560,1,32,20.1,20.1
"KS19","KSW",68560,1,32,5.0,5.0
"KS19","KSW",68560,1,32,1.0,1.0
"KS19","KSW",68560,1,38,1.0,1.0
"KS19","KSW",68560,1,46,20.1,20.1
"KS19","KSW",68560,1,46,1.0,1.0
"KS19","KSW",68560,1,52,1.0,1.0
"KS19","KSW",68560,1,53,1.0,1.0
"KS19","KSW",68560,1,55,1.0,1.0
"KS19","KSW",68560,1,64,1.0,1.0
"KS19","KSW",68560,1,67,11.1,11.1
"KS19","KSW",68560,1,69,11.1,11.1
"KS19","KSW",68560,1,70,11.1,11.1
"KS19","KSW",68560,1,72,6.4,6.4
"KS19","KSW",68560,1,73,11.1,11.1
"KS19","KSW",68560,1,75,2.2,2.2
"KS19","KSW",68560,1,75,11.1,11.1
"KS19","KSW",68560,1,84,2.6,2.6
"KS19","KSW",68560,1,86,11.1,11.1
"KS19","KSW",68560,1,87,6.4,6.4
"KS19","KSW",68560,1,88,6.4,6.4
"KS19","KSW",68560,1,88,6.4,6.4
"KS19","KSW",68560,1,89,1.0,1.0
"KS19","KSW",68560,1,89,11.1,11.1
"KS19","KSW",68560,1,89,2.2,2.2
"KS19","KSW",68560,1,89,2.2,2.2
"KS19","KSW",68560,1,93,6.4,6.4
"KS19","KSW",68560,1,95,6.4,6.4
"KS19","KSW",68560,1,97,2.2,2.2
"KS19","KSW",68560,1,101,11.1,11.1
"KS19","KSW",68560,1,102,6.4,6.4
"KS19","KSW",68560,1,103,2.2,2.2
"KS19","KSW",68560,1,104,2.6,2.6
"KS19","KSW",68560,1,104,2.6,2.6
"KS19","KSW",68560,1,107,6.4,6.4
"KS19","KSW",68560,1,107,2.6,2.6
"KS19","KSW",68560,1,108,1.0,1.0
"KS19","KSW",68560,1,109,2.2,2.2
"KS19","KSW",68560,1,111,2.6,2.6
"KS19","KSW",68560,1,112,11.1,11.1
"KS19","KSW",68560,1,116,2.6,2.6
"KS19","KSW",68560,1,118,1.0,1.0
"KS19","KSW",68560,1,119,11.1,11.1
"KS19","KSW",68560,1,120,2.2,2.2
"KS19","KSW",68560,2,9,4.3,4.3
"KS19","KSW",68560,2,11,1.0,1.0
"KS19","KSW",68560,2,11,1.0,1.0
"KS19","KSW",68560,2,12,4.3,4.3
"KS19","KSW",68560,2,12,1.0,1.0
"KS19","KSW",68560,2,12,1.0,1.0
"KS19","KSW",68560,2,14,1.0,1.0
"KS19","KSW",68560,2,15,1.4,1.4
"KS19","KSW",68560,2,16,1.0,1.0
"KS19","KSW",68560,2,16,16.5,16.5
"KS19","KSW",68560,2,16,9.3,9.3
"KS19","KSW",68560,2,16,1.0,1.0
"KS19","KSW",68560,2,16,1.0,1.0
"KS19","KSW",68560,2,16,3.2,3.2
"KS19","KSW",68560,2,16,1.0,1.0
"KS19","KSW",68560,2,16,3.1,3.1
"KS19","KSW",68560,2,17,1.0,1.0
"KS19","KSW",68560,2,17,16.5,16.5
"KS19","KSW",68560,2,17,3.1,3.1
"KS19","KSW",68560,2,17,1.0,1.0
"KS19","KSW",68560,2,17,1.0,1.0
"KS19","KSW",68560,2,17,3.2,3.2
"KS19","KSW",68560,2,17,3.2,3.2
"KS19","KSW",68560,2,17,1.0,1.0
"KS19","KSW",68560,2,17,1.0,1.0
"KS19","KSW",68560,2,17,5.0,5.0
"KS19","KSW",68560,2,17,15.9,15.9
"KS19","KSW",68560,2,17,4.3,4.3
"KS19","KSW",68560,2,17,1.0,1.0
"KS19","KSW",68560,2,17,4.3,4.3
"KS19","KSW",68560,2,18,5.0,5.0
"KS19","KSW",68560,2,18,1.0,1.0
"KS19","KSW",68560,2,18,5.0,5.0
"KS19","KSW",68560,2,18,1.0,1.0
"KS19","KSW",68560,2,18,5.0,5.0
"KS19","KSW",68560,2,18,1.0,1.0
"KS19","KSW",68560,2,18,3.1,3.1
"KS19","KSW",68560,2,18,3.1,3.1
"KS19","KSW",68560,2,18,1.0,1.0
"KS19","KSW",68560,2,18,20.1,20.1
"KS19","KSW",68560,2,18,1.0,1.0
"KS19","KSW",68560,2,18,9.3,9.3
"KS19","KSW",68560,2,18,5.0,5.0
"KS19","KSW",68560,2,18,3.1,3.1
"KS19","KSW",68560,2,19,16.5,16.5
"KS19","KSW",68560,2,19,1.0,1.0
"KS19","KSW",68560,2,19,20.1,20.1
"KS19","KSW",68560,2,19,9.3,9.3
"KS19","KSW",68560,2,19,1.0,1.0
"KS19","KSW",68560,2,20,15.9,15.9
"KS19","KSW",68560,2,20,16.5,16.5
"KS19","KSW",68560,2,21,1.0,1.0
"KS19","KSW",68560,2,21,3.2,3.2
"KS19","KSW",68560,2,21,2.6,2.6
"KS19","KSW",68560,2,21,1.0,1.0
"KS19","KSW",68560,2,22,1.0,1.0
"KS19","KSW",68560,2,22,3.2,3.2
"KS19","KSW",68560,2,22,2.6,2.6
"KS19","KSW",68560,2,22,16.5,16.5
"KS19","KSW",68560,2,23,1.0,1.0
"KS19","KSW",68560,2,23,1.4,1.4
"KS19","KSW",68560,2,23,15.9,15.9
"KS19","KSW",68560,2,23,1.0,1.0
"KS19","KSW",68560,2,23,1.0,1.0
"KS19","KSW",68560,2,24,1.0,1.0
"KS19","KSW",68560,2,24,1.0,1.0
"KS19","KSW",68560,2,24,1.0,1.0
"KS19","KSW",68560,2,24,1.0,1.0
"KS19","KSW",68560,2,25,1.0,1.0
"KS19","KSW",68560,2,25,1.4,1.4
"KS19","KSW",68560,2,26,20.1,20.1
"KS19","KSW",68560,2,26,1.0,1.0
"KS19","KSW",68560,2,26,1.0,1.0
"KS19","KSW",68560,2,27,15.9,15.9
"KS19","KSW",68560,2,27,1.0,1.0
"KS19","KSW",68560,2,28,3.2,3.2
"KS19","KSW",68560,2,28,9.3,9.3
"KS19","KSW",68560,2,28,16.5,16.5
"KS19","KSW",68560,2,30,1.4,1.4
"KS19","KSW",68560,2,30,1.0,1.0
"KS19","KSW",68560,2,31,9.3,9.3
"KS19","KSW",68560,2,31,20.1,20.1
"KS19","KSW",68560,2,31,1.4,1.4
"KS19","KSW",68560,2,33,5.0,5.0
"KS19","KSW",68560,2,33,1.0,1.0
"KS19","KSW",68560,2,33,1.0,1.0
"KS19","KSW",68560,2,39,3.2,3.2
"KS19","KSW",68560,2,43,1.0,1.0
"KS19","KSW",68560,2,47,1.4,1.4
"KS19","KSW",68560,2,60,1.0,1.0
"KS19","KSW",68560,2,66,1.0,1.0
"KS19","KSW",68560,2,74,1.0,1.0
"KS19","KSW",68560,2,74,1.0,1.0
"KS19","KSW",68560,2,80,2.2,2.2
"KS19","KSW",68560,2,81,2.2,2.2
"KS19","KSW",68560,2,81,6.4,6.4
"KS19","KSW",68560,2,82,1.0,1.0
"KS19","KSW",68560,2,83,2.2,2.2
"KS19","KSW",68560,2,85,6.4,6.4
"KS19","KSW",68560,2,90,1.0,1.0
"KS19","KSW",68560,2,92,2.6,2.6
"MS19","UB",68541,1,32,1.0,1.0
"MS19","UB",68541,2,31,1.0,1.0
"MS19","UB",68541,2,33,1.0,1.0
"MS19","UB",68541,2,52,1.0,1.0
"MS19","UB",68560,1,21,6.1,6.1
"MS19","UB",68560,1,22,2.2,2.2
"MS19","UB",68560,1,22,2.5,2.5
"MS19","UB",68560,1,22,2.5,2.5
"MS19","UB",68560,1,22,2.5,2.5
"MS19","UB",68560,1,23,2.1,2.1
"MS19","UB",68560,1,23,6.1,6.1
"MS19","UB",68560,1,24,2.5,2.5
"MS19","UB",68560,1,24,47.4,47.4
"MS19","UB",68560,1,24,2.2,2.2
"MS19","UB",68560,1,24,21.1,21.1
"MS19","UB",68560,1,25,2.5,2.5
"MS19","UB",68560,1,25,4.8,4.8
"MS19","UB",68560,1,27,2.2,2.2
"MS19","UB",68560,1,27,2.1,2.1
"MS19","UB",68560,1,27,1.0,1.0
"MS19","UB",68560,1,29,2.5,2.5
"MS19","UB",68560,1,29,21.1,21.1
"MS19","UB",68560,1,30,6.1,6.1
"MS19","UB",68560,1,30,47.4,47.4
"MS19","UB",68560,1,31,6.1,6.1
"MS19","UB",68560,1,31,6.1,6.1
"MS19","UB",68560,1,31,2.1,2.1
"MS19","UB",68560,1,32,21.1,21.1
"MS19","UB",68560,1,32,2.5,2.5
"MS19","UB",68560,1,32,2.5,2.5
"MS19","UB",68560,1,32,2.5,2.5
"MS19","UB",68560,1,32,4.8,4.8
"MS19","UB",68560,1,32,4.8,4.8
"MS19","UB",68560,1,32,21.1,21.1
"MS19","UB",68560,1,32,2.1,2.1
"MS19","UB",68560,1,33,47.4,47.4
"MS19","UB",68560,1,33,4.8,4.8
"MS19","UB",68560,1,33,1.4,1.4
"MS19","UB",68560,1,33,2.2,2.2
"MS19","UB",68560,1,33,1.4,1.4
"MS19","UB",68560,1,33,47.4,47.4
"MS19","UB",68560,1,33,47.4,47.4
"MS19","UB",68560,1,34,21.1,21.1
"MS19","UB",68560,1,35,4.8,4.8
"MS19","UB",68560,1,37,1.0,1.0
"MS19","UB",68560,1,60,1.4,1.4
"MS19","UB",68560,1,66,2.2,2.2
"MS19","UB",68560,2,22,2.1,2.1
"MS19","UB",68560,2,22,2.5,2.5
"MS19","UB",68560,2,23,4.8,4.8
"MS19","UB",68560,2,23,2.5,2.5
