Season,Bed,nom_cpue,nom_cpue_median,nom_cpue_sd,std_cpue
2016/17,YAK3,569.9572214300265,577.7245508982036,106.28143966708247,491.2905090347758
2016/17,YAK4,1018.7989865687882,1072.05,322.3104993679746,1053.46201615418
2016/17,YAK5,739.2952594615685,770.2994011976049,239.98490295915713,872.2507725072702
2016/17,YAK6,143.54679802955667,122.16846307385231,125.9238666775651,199.79095019563215
2016/17,YAKB,505.73785950023574,500.26666666666665,130.91868039961415,452.1403561519368
2017/18,YAK1,1206.5180102915951,1224.8333333333333,235.4259025046487,1247.7908597354779
2017/18,YAK2,697.2455233745944,682.4,253.71884092730136,853.5148816920967
2017/18,YAK3,556.9684345905443,472.45,277.8644479630014,434.31565014926474
2017/18,YAK4,654.1165872182273,597.245508982036,306.90022278753884,651.5512916213155
2017/18,YAK5,509.710923746873,524.9333333333333,164.91142018883494,629.7418607440652
2017/18,YAK6,364.468502729559,370.1,162.08772671750665,472.15719480427015
2017/18,YAKB,533.4022424667133,559.9333333333333,76.18838040570562,504.5363882856061
2018/19,YAK1,527.2098144070462,529.8666666666667,208.29919883191843,719.5716747712355
2018/19,YAK2,754.6280434991819,741.85,236.55417023661815,771.1812974133117
2018/19,YAK3,650.5061898211829,635.85,296.76146133583717,545.7241692358164
2018/19,YAK4,955.9078474573765,1013.4426229508196,425.2112449326964,902.5413491856026
2018/19,YAK5,802.2686687493701,761.49700598802406,269.4796482536742,867.839085866048
2018/19,YAKB,72.8625,66.25,45.23540971038801,186.30952386058954
2019/20,YAK1,530.4597380886041,575.4,206.1745017469303,645.4340354410483
2019/20,YAK2,642.9472457979697,608.0239520958083,219.92465449457328,647.4782016402422
2019/20,YAK3,604.3624455345154,608.0239520958083,215.51028611970457,407.17524588618375
2019/20,YAK4,612.3840698759174,608.0239520958083,251.05019215200164,631.3146144908769
2019/20,YAK5,563.3358278282411,547.185628742515,137.08703532143454,655.6564688094413
2019/20,YAKB,346.3742690058479,304.59999999999997,115.68902663369762,381.45019285954646
