tow_id,Bed,area_swept,station
19010051,YAK5,0.001184967,DFQ613
19010052,YAK5,0.0012507985,DFP611
19010053,YAK5,0.0013824615000000001,DFO611
19010054,YAK5,0.0014482930000000002,DFQ610
19010055,YAK5,0.0012902974,DFO608
19010057,YAK5,0.0012507985,DFP608
19010058,YAK5,0.0012902974,DFQ607
19010059,YAK5,0.001184967,DFO605
19010060,YAK5,0.0011059692,DFN605
19010061,YAK4,0.0012244659000000002,DFO604
19010062,YAK4,0.00131663,DFP603
19010063,YAK4,0.0014482930000000002,DFO601
19010065,YAK4,0.0012902974,DFN602
19010066,YAK4,0.0012376322,DFM600
19010067,YAK4,0.0014746256000000002,DFK597
19010068,YAK3,0.001184967,DEH552
19010069,YAK3,0.0012902974,DEH549
19010070,YAK3,0.0012112996,DEG548
19010071,YAK3,0.0012112996,DEH546
19010073,YAK3,0.0012507985,DEI544
19010074,YAK3,0.0012376322,DEH543
19010075,YAK3,0.001184967,DEI541
19010076,YAK3,0.0012639648,DEH540
19010077,YAK3,0.001184967,DEI538
19010078,YAK3,0.0012507985,DEH537
19010079,YAK3,0.0012639648,DEI535
19010081,YAK3,0.0012507985,DEH534
19010082,YAK3,0.0012376322,DEI532
19010083,YAK3,0.0013692952,DEH531
19010084,YAK3,0.001184967,DEI529
19010085,YAK3,0.0012902974,DEH528
19010086,YAK3,0.0012902974,DEG529
19010087,YAK3,0.0013692952,DEG526
19010089,YAK3,0.0013824615000000001,DEF527
19010090,YAK3,0.0012376322,DEE524
19010091,YAK3,0.0011454681,DEE524
19010092,YAK3,0.0011718007,DEG523
19010093,YAK3,0.0013692952,DEF521
19010094,YAK3,0.0012639648,DEE521
19010095,YAK3,0.0014219604000000002,DED522
19010097,YAK3,0.0013692952,DEC521
19010098,YAK3,0.0013297963000000002,DED519
19010099,YAK3,0.0014482930000000002,DEC518
19010100,YAK3,0.0013429626,DEB519
19010101,YAK3,0.0012244659000000002,DEA519
19010102,YAK3,0.001184967,DDZ519
19010103,YAK3,0.0013429626,DDY518
19010104,YAK3,0.0013561289000000002,DDZ516
19010106,YAK3,0.0011981333000000002,DEA516
19010107,YAK3,0.0013692952,DEB516
19010108,YAK3,0.0013297963000000002,DEG554
19010109,YAK3,0.0013824615000000001,DEH555
19010110,YAK3,0.0012902974,DEI556
19010111,YAK3,9.21641e-4,DEH558
19010112,YAK3,0.0013956278,DEI559
19010114,YAK3,0.0013824615000000001,DEJ560
19010115,YAK3,0.0013692952,DDY515
19010116,YAK3,0.0012376322,DDX515
19010117,YAK3,0.0013824615000000001,DDW515
19010118,YAK3,0.0013561289000000002,DDV514
19010119,YAK3,0.0013034637,DDU512
19010120,YAK3,0.0013429626,DDW512
19010122,YAK3,0.0013034637,DDX512
19010123,YAK3,0.0013692952,DDY512
19010124,YAK3,0.0013429626,DDV511
19010125,YAK3,0.001184967,DDU509
19010126,YAK3,0.0012507985,DDW509
19010127,YAK3,0.0013956278,DDV508
19010128,YAK3,0.0013824615000000001,DDU506
19010130,YAKB,0.0013429626,DDQ455
19010131,YAKB,0.0013956278,DDR454
19010132,YAKB,0.0013429626,DDR453
19010133,YAKB,0.00131663,DDT454
19010134,YAKB,0.00131663,DDU455
19010135,YAKB,0.00131663,DDT451
19010136,YAKB,0.0013429626,DDU452
19010138,YAKB,0.0013429626,DDV453
19010139,YAKB,0.0013297963000000002,DDW452
19010140,YAKB,0.0013561289000000002,DDX451
19010141,YAKB,0.0013429626,DDY451
19010142,WK1,0.0015141245,EG34
19010143,WK1,0.00131663,EH35
19010144,WK1,0.0012639648,EI35
19010145,WK1,0.00131663,EJ35
19010147,WK1,0.001184967,EK35
19010148,WK1,0.0012376322,EL34
19010149,WK1,0.0013561289000000002,EM33
19010150,WK1,0.0013297963000000002,EN33
19010151,WK1,0.0013429626,EO32
19010152,WK1,0.0013692952,EN30
19010153,WK1,0.0013429626,EM30
19010155,WK1,0.0012902974,EL31
19010156,WK1,0.0013297963000000002,EK32
19010157,WK1,0.0012376322,EJ32
19010158,WK1,0.0013429626,EI32
19010159,WK1,0.0013692952,EH32
